filename,URLs
SNV_BLCA_Chunk_47_20.txt,http://elaspic.kimlab.org/result/fe3abc71/ - http://elaspic.kimlab.org/result/b73f4348/ - http://elaspic.kimlab.org/result/79a0f203/ - http://elaspic.kimlab.org/result/ef9bf33d/
SNV_BLCA_Chunk_61_20.txt,http://elaspic.kimlab.org/result/7ba522c6/ - http://elaspic.kimlab.org/result/a2f33e4e/ - http://elaspic.kimlab.org/result/d2d49b6f/ - http://elaspic.kimlab.org/result/b6f84114/ - http://elaspic.kimlab.org/result/219fb51f/ - http://elaspic.kimlab.org/result/d514ec7a/
SNV_BLCA_Chunk_64_12.txt,http://elaspic.kimlab.org/result/16109abe/ - http://elaspic.kimlab.org/result/063fceb2/ - http://elaspic.kimlab.org/result/55c5ca22/ - http://elaspic.kimlab.org/result/21778591/
SNV_BLCA_Chunk_12_19.txt,http://elaspic.kimlab.org/result/eb076774/ - http://elaspic.kimlab.org/result/4852d568/ - http://elaspic.kimlab.org/result/69e04b36/
SNV_BLCA_Chunk_19_28.txt,http://elaspic.kimlab.org/result/238f6cca/ - http://elaspic.kimlab.org/result/c1fbe6f6/ - http://elaspic.kimlab.org/result/a8904f9a/ - http://elaspic.kimlab.org/result/e1cdc742/ - http://elaspic.kimlab.org/result/ae69a609/ - http://elaspic.kimlab.org/result/35ffe89b/ - http://elaspic.kimlab.org/result/1a6d1f1e/ - http://elaspic.kimlab.org/result/2e4b1284/
SNV_BLCA_Chunk_47_47.txt,http://elaspic.kimlab.org/result/26b5dcef/ - http://elaspic.kimlab.org/result/28bf4fce/ - http://elaspic.kimlab.org/result/cc884ebc/ - http://elaspic.kimlab.org/result/5dbdd7da/ - http://elaspic.kimlab.org/result/e9dde03a/
SNV_BLCA_Chunk_73_20.txt,http://elaspic.kimlab.org/result/3789cf30/ - http://elaspic.kimlab.org/result/e98d5c44/ - http://elaspic.kimlab.org/result/0c5a9b85/ - http://elaspic.kimlab.org/result/88df4987/ - http://elaspic.kimlab.org/result/cbac62ac/ - http://elaspic.kimlab.org/result/5ee38e53/
SNV_BLCA_Chunk_27_33.txt,http://elaspic.kimlab.org/result/71a2c44b/ - http://elaspic.kimlab.org/result/c9c58c9e/ - http://elaspic.kimlab.org/result/7e2a996e/ - http://elaspic.kimlab.org/result/91b0bb6b/ - http://elaspic.kimlab.org/result/255c4c68/ - http://elaspic.kimlab.org/result/62f04dcd/ - http://elaspic.kimlab.org/result/bb71541b/
SNV_BLCA_Chunk_11_100.txt,http://elaspic.kimlab.org/result/0d012829/
SNV_BLCA_Chunk_4_40.txt,http://elaspic.kimlab.org/result/5bf1a6b2/ - http://elaspic.kimlab.org/result/26bfe441/ - http://elaspic.kimlab.org/result/b9f235fe/ - http://elaspic.kimlab.org/result/a2a635d1/ - http://elaspic.kimlab.org/result/9c6e291c/ - http://elaspic.kimlab.org/result/9e67890b/
SNV_BLCA_Chunk_14_17.txt,http://elaspic.kimlab.org/result/8c9347da/
SNV_BLCA_Chunk_8_34.txt,http://elaspic.kimlab.org/result/a5b1ef4f/
SNV_BLCA_Chunk_27_35.txt,http://elaspic.kimlab.org/result/e4198b0a/
SNV_BLCA_Chunk_14_42.txt,http://elaspic.kimlab.org/result/8d0e7aaa/ - http://elaspic.kimlab.org/result/c3998139/ - http://elaspic.kimlab.org/result/8cbba478/ - http://elaspic.kimlab.org/result/a33fab07/ - http://elaspic.kimlab.org/result/17eb3f67/ - http://elaspic.kimlab.org/result/b27f1d73/
SNV_BLCA_Chunk_18_74.txt,http://elaspic.kimlab.org/result/411e6d92/
SNV_BLCA_Chunk_26_56.txt,http://elaspic.kimlab.org/result/922652cc/
SNV_BLCA_Chunk_38_3.txt,http://elaspic.kimlab.org/result/2c9aea43/
SNV_BLCA_Chunk_52_46.txt,http://elaspic.kimlab.org/result/6b953ceb/ - http://elaspic.kimlab.org/result/ce903fca/ - http://elaspic.kimlab.org/result/29c89dac/ - http://elaspic.kimlab.org/result/6d7a03b9/ - http://elaspic.kimlab.org/result/901d0b07/ - http://elaspic.kimlab.org/result/96c5c71b/
SNV_BLCA_Chunk_37_72.txt,http://elaspic.kimlab.org/result/2ff17153/ - http://elaspic.kimlab.org/result/343e6e36/ - http://elaspic.kimlab.org/result/a1f0f593/ - http://elaspic.kimlab.org/result/bace7703/ - http://elaspic.kimlab.org/result/bb483d6f/
SNV_BLCA_Chunk_57_54.txt,http://elaspic.kimlab.org/result/59b6d964/
SNV_BLCA_Chunk_63_35.txt,http://elaspic.kimlab.org/result/fd38093f/ - http://elaspic.kimlab.org/result/a928f711/ - http://elaspic.kimlab.org/result/c3b26616/ - http://elaspic.kimlab.org/result/24cec78f/
SNV_BLCA_Chunk_71_28.txt,http://elaspic.kimlab.org/result/2fa8b508/
SNV_BLCA_Chunk_72_40.txt,http://elaspic.kimlab.org/result/713695ec/ - http://elaspic.kimlab.org/result/b4e93333/ - http://elaspic.kimlab.org/result/ba404e6f/ - http://elaspic.kimlab.org/result/81db6607/ - http://elaspic.kimlab.org/result/4f6da7f4/
SNV_BLCA_Chunk_13_68.txt,http://elaspic.kimlab.org/result/ae0bd413/
SNV_BLCA_Chunk_8_8.txt,http://elaspic.kimlab.org/result/c5ac17a6/ - http://elaspic.kimlab.org/result/ac226530/ - http://elaspic.kimlab.org/result/ae67b2b5/
SNV_BLCA_Chunk_35_46.txt,http://elaspic.kimlab.org/result/cdf6ebd5/
SNV_BLCA_Chunk_11_58.txt,http://elaspic.kimlab.org/result/3944f441/
SNV_BLCA_Chunk_9_62.txt,http://elaspic.kimlab.org/result/96ca6e4b/
SNV_BLCA_Chunk_19_78.txt,http://elaspic.kimlab.org/result/c4b4ef56/ - http://elaspic.kimlab.org/result/e25b862d/ - http://elaspic.kimlab.org/result/2302afe6/
SNV_BLCA_Chunk_20_59.txt,http://elaspic.kimlab.org/result/76cad052/
SNV_BLCA_Chunk_21_6.txt,http://elaspic.kimlab.org/result/53b3a576/
SNV_BLCA_Chunk_21_63.txt,http://elaspic.kimlab.org/result/c5cafb1a/
SNV_BLCA_Chunk_23_52.txt,http://elaspic.kimlab.org/result/5840e88b/
SNV_BLCA_Chunk_23_57.txt,http://elaspic.kimlab.org/result/f46ff4c4/
SNV_BLCA_Chunk_25_56.txt,http://elaspic.kimlab.org/result/f1ecb35a/
SNV_BLCA_Chunk_25_59.txt,http://elaspic.kimlab.org/result/b666e415/
SNV_BLCA_Chunk_25_60.txt,http://elaspic.kimlab.org/result/bf632958/
SNV_BLCA_Chunk_25_61.txt,http://elaspic.kimlab.org/result/910d3e5f/
SNV_BLCA_Chunk_26_59.txt,http://elaspic.kimlab.org/result/1345b363/
