filename,URLs
SNV_ESCA_Chunk_14_12.txt,http://elaspic.kimlab.org/result/a8f0104c/ - http://elaspic.kimlab.org/result/1c4b6dda/ - http://elaspic.kimlab.org/result/8e1fdf8b/ - http://elaspic.kimlab.org/result/76859af9/ - http://elaspic.kimlab.org/result/97736fe3/ - http://elaspic.kimlab.org/result/8b79e966/
SNV_ESCA_Chunk_5_14.txt,http://elaspic.kimlab.org/result/8cd3370c/
SNV_ESCA_Chunk_6_17.txt,http://elaspic.kimlab.org/result/d7674b9c/
SNV_ESCA_Chunk_3_29.txt,http://elaspic.kimlab.org/result/96bab740/
SNV_ESCA_Chunk_4_35.txt,http://elaspic.kimlab.org/result/712e8337/
SNV_ESCA_Chunk_1_49.txt,http://elaspic.kimlab.org/result/415ea019/ - http://elaspic.kimlab.org/result/b17a6314/ - http://elaspic.kimlab.org/result/49d275f9/ - http://elaspic.kimlab.org/result/b53c6ec8/ - http://elaspic.kimlab.org/result/2eb427f5/ - http://elaspic.kimlab.org/result/1a0fb9af/ - http://elaspic.kimlab.org/result/3d64edac/
SNV_ESCA_Chunk_4_41.txt,http://elaspic.kimlab.org/result/e185ac4d/
SNV_ESCA_Chunk_16_35.txt,http://elaspic.kimlab.org/result/072bc9c9/
SNV_ESCA_Chunk_7_48.txt,http://elaspic.kimlab.org/result/9edf6dc8/ - http://elaspic.kimlab.org/result/ab115b65/
SNV_ESCA_Chunk_2_56.txt,http://elaspic.kimlab.org/result/5cfdf58f/
SNV_ESCA_Chunk_14_7.txt,http://elaspic.kimlab.org/result/9e2262aa/
SNV_ESCA_Chunk_1_98.txt,http://elaspic.kimlab.org/result/37aa2be0/
SNV_ESCA_Chunk_19_59.txt,http://elaspic.kimlab.org/result/4b9029c0/
SNV_ESCA_Chunk_1_87.txt,http://elaspic.kimlab.org/result/36df1e62/
SNV_ESCA_Chunk_1_88.txt,http://elaspic.kimlab.org/result/c8b109eb/
SNV_ESCA_Chunk_2_78.txt,http://elaspic.kimlab.org/result/d76d38b7/
SNV_ESCA_Chunk_2_79.txt,http://elaspic.kimlab.org/result/b3907bdc/
SNV_ESCA_Chunk_2_8.txt,http://elaspic.kimlab.org/result/cd777a5c/
SNV_ESCA_Chunk_2_80.txt,http://elaspic.kimlab.org/result/98f66b35/
SNV_ESCA_Chunk_3_8.txt,http://elaspic.kimlab.org/result/c7f89918/
SNV_ESCA_Chunk_3_80.txt,http://elaspic.kimlab.org/result/ddf30990/
SNV_ESCA_Chunk_4_77.txt,http://elaspic.kimlab.org/result/8caaba13/
SNV_ESCA_Chunk_4_78.txt,http://elaspic.kimlab.org/result/36bde7b2/
SNV_ESCA_Chunk_4_79.txt,http://elaspic.kimlab.org/result/7e33f577/
SNV_ESCA_Chunk_5_80.txt,http://elaspic.kimlab.org/result/c5795cb8/
SNV_ESCA_Chunk_5_81.txt,http://elaspic.kimlab.org/result/be3bd1c5/
SNV_ESCA_Chunk_5_82.txt,http://elaspic.kimlab.org/result/36818941/
SNV_ESCA_Chunk_5_83.txt,http://elaspic.kimlab.org/result/4eb3d8b6/
SNV_ESCA_Chunk_6_77.txt,http://elaspic.kimlab.org/result/3d66f93d/
SNV_ESCA_Chunk_6_78.txt,http://elaspic.kimlab.org/result/067765c5/
SNV_ESCA_Chunk_6_8.txt,http://elaspic.kimlab.org/result/53a612eb/
SNV_ESCA_Chunk_6_80.txt,http://elaspic.kimlab.org/result/78598cf4/
SNV_ESCA_Chunk_7_72.txt,http://elaspic.kimlab.org/result/e35412ed/
SNV_ESCA_Chunk_7_73.txt,http://elaspic.kimlab.org/result/0add5c85/
SNV_ESCA_Chunk_7_74.txt,http://elaspic.kimlab.org/result/e3d88e70/
SNV_ESCA_Chunk_8_76.txt,http://elaspic.kimlab.org/result/da090442/
SNV_ESCA_Chunk_8_77.txt,http://elaspic.kimlab.org/result/e7ebfd5f/
SNV_ESCA_Chunk_9_75.txt,http://elaspic.kimlab.org/result/43fef1be/
SNV_ESCA_Chunk_9_76.txt,http://elaspic.kimlab.org/result/c4721512/
SNV_ESCA_Chunk_9_77.txt,http://elaspic.kimlab.org/result/9bf88ec8/
SNV_ESCA_Chunk_10_70.txt,http://elaspic.kimlab.org/result/3738d222/
SNV_ESCA_Chunk_10_71.txt,http://elaspic.kimlab.org/result/e94fe86a/
SNV_ESCA_Chunk_10_72.txt,http://elaspic.kimlab.org/result/4544094c/
SNV_ESCA_Chunk_10_73.txt,http://elaspic.kimlab.org/result/b5da9f73/
SNV_ESCA_Chunk_11_70.txt,http://elaspic.kimlab.org/result/1e9ebde4/
SNV_ESCA_Chunk_11_71.txt,http://elaspic.kimlab.org/result/7f5ed78c/
SNV_ESCA_Chunk_12_71.txt,http://elaspic.kimlab.org/result/3c3fe60f/
SNV_ESCA_Chunk_12_72.txt,http://elaspic.kimlab.org/result/40adf240/
SNV_ESCA_Chunk_13_76.txt,http://elaspic.kimlab.org/result/b1f1d589/
SNV_ESCA_Chunk_13_77.txt,http://elaspic.kimlab.org/result/94c663f2/
SNV_ESCA_Chunk_13_79.txt,http://elaspic.kimlab.org/result/65d11757/
