filename,URLs
SNV_GBM_Chunk_15_14.txt,http://elaspic.kimlab.org/result/dee9b88d/
SNV_GBM_Chunk_13_56.txt,http://elaspic.kimlab.org/result/285de001/ - http://elaspic.kimlab.org/result/30e660d5/ - http://elaspic.kimlab.org/result/ae70de7f/ - http://elaspic.kimlab.org/result/36565024/ - http://elaspic.kimlab.org/result/95b56c80/
SNV_GBM_Chunk_22_26.txt,http://elaspic.kimlab.org/result/e5c8ae94/ - http://elaspic.kimlab.org/result/83015b6f/ - http://elaspic.kimlab.org/result/0ab26fcd/ - http://elaspic.kimlab.org/result/b346c1fa/ - http://elaspic.kimlab.org/result/b24ec781/ - http://elaspic.kimlab.org/result/d634d664/
SNV_GBM_Chunk_34_24.txt,http://elaspic.kimlab.org/result/85f06351/ - http://elaspic.kimlab.org/result/5141e4fa/ - http://elaspic.kimlab.org/result/38ee9ab6/ - http://elaspic.kimlab.org/result/48f15dbc/ - http://elaspic.kimlab.org/result/3ea1c48f/
SNV_GBM_Chunk_13_8.txt,http://elaspic.kimlab.org/result/55caf4c6/ - http://elaspic.kimlab.org/result/818a616a/ - http://elaspic.kimlab.org/result/1f620d16/ - http://elaspic.kimlab.org/result/0137a5a3/ - http://elaspic.kimlab.org/result/f8746b93/
SNV_GBM_Chunk_20_31.txt,http://elaspic.kimlab.org/result/5c6f6bb1/ - http://elaspic.kimlab.org/result/15748018/ - http://elaspic.kimlab.org/result/2ad6b5b8/ - http://elaspic.kimlab.org/result/317f447a/ - http://elaspic.kimlab.org/result/485a7016/ - http://elaspic.kimlab.org/result/72b15d64/
SNV_GBM_Chunk_34_21.txt,http://elaspic.kimlab.org/result/c25e3e2f/ - http://elaspic.kimlab.org/result/f16c7c1e/
SNV_GBM_Chunk_25_93.txt,http://elaspic.kimlab.org/result/b343d274/ - http://elaspic.kimlab.org/result/212eb6c9/ - http://elaspic.kimlab.org/result/d602ab6c/ - http://elaspic.kimlab.org/result/bf407ec1/
SNV_GBM_Chunk_32_55.txt,http://elaspic.kimlab.org/result/6280beb6/
SNV_GBM_Chunk_14_15.txt,http://elaspic.kimlab.org/result/90e38836/
SNV_GBM_Chunk_29_15.txt,http://elaspic.kimlab.org/result/f81d215a/
SNV_GBM_Chunk_43_19.txt,http://elaspic.kimlab.org/result/f897823e/
SNV_GBM_Chunk_32_65.txt,http://elaspic.kimlab.org/result/e7340903/
SNV_GBM_Chunk_39_86.txt,http://elaspic.kimlab.org/result/d94dbd63/ - http://elaspic.kimlab.org/result/36743a80/ - http://elaspic.kimlab.org/result/6b613bcc/ - http://elaspic.kimlab.org/result/e8bc2e64/
SNV_GBM_Chunk_42_26.txt,http://elaspic.kimlab.org/result/718d4580/
SNV_GBM_Chunk_7_4.txt,http://elaspic.kimlab.org/result/1b57b176/
SNV_GBM_Chunk_33_34.txt,http://elaspic.kimlab.org/result/7d633c85/
SNV_GBM_Chunk_43_42.txt,http://elaspic.kimlab.org/result/a1f8b700/
SNV_GBM_Chunk_29_78.txt,http://elaspic.kimlab.org/result/52860abb/ - http://elaspic.kimlab.org/result/e79d936c/
SNV_GBM_Chunk_32_40.txt,http://elaspic.kimlab.org/result/627a4dc5/
SNV_GBM_Chunk_41_51.txt,http://elaspic.kimlab.org/result/06fffcd6/
SNV_GBM_Chunk_3_9.txt,http://elaspic.kimlab.org/result/0140c0dd/
SNV_GBM_Chunk_9_61.txt,http://elaspic.kimlab.org/result/eea61ab0/
SNV_GBM_Chunk_12_50.txt,http://elaspic.kimlab.org/result/46f8c6cb/
SNV_GBM_Chunk_14_49.txt,http://elaspic.kimlab.org/result/57e41fd8/
SNV_GBM_Chunk_14_5.txt,http://elaspic.kimlab.org/result/31a1f81a/
SNV_GBM_Chunk_15_49.txt,http://elaspic.kimlab.org/result/3ae3b930/
SNV_GBM_Chunk_15_5.txt,http://elaspic.kimlab.org/result/a8d92c48/
SNV_GBM_Chunk_15_50.txt,http://elaspic.kimlab.org/result/c28a55c7/
SNV_GBM_Chunk_15_51.txt,http://elaspic.kimlab.org/result/4809c533/
SNV_GBM_Chunk_15_52.txt,http://elaspic.kimlab.org/result/220773ff/
SNV_GBM_Chunk_16_48.txt,http://elaspic.kimlab.org/result/3cf61537/
SNV_GBM_Chunk_16_49.txt,http://elaspic.kimlab.org/result/cfdace17/
SNV_GBM_Chunk_16_5.txt,http://elaspic.kimlab.org/result/86ae426b/
SNV_GBM_Chunk_16_50.txt,http://elaspic.kimlab.org/result/1eb78190/
SNV_GBM_Chunk_16_51.txt,http://elaspic.kimlab.org/result/33514ca1/
SNV_GBM_Chunk_16_52.txt,http://elaspic.kimlab.org/result/4522eab9/
SNV_GBM_Chunk_16_9.txt,http://elaspic.kimlab.org/result/5888613c/ - http://elaspic.kimlab.org/result/19661867/
SNV_GBM_Chunk_17_59.txt,http://elaspic.kimlab.org/result/33aa7dad/
SNV_GBM_Chunk_17_6.txt,http://elaspic.kimlab.org/result/d2304c33/
SNV_GBM_Chunk_17_60.txt,http://elaspic.kimlab.org/result/1f766a4d/
SNV_GBM_Chunk_17_61.txt,http://elaspic.kimlab.org/result/0edd04a4/
SNV_GBM_Chunk_17_63.txt,http://elaspic.kimlab.org/result/4bddae3a/
SNV_GBM_Chunk_17_64.txt,http://elaspic.kimlab.org/result/edee147c/
SNV_GBM_Chunk_17_65.txt,http://elaspic.kimlab.org/result/9b6f8964/
SNV_GBM_Chunk_18_46.txt,http://elaspic.kimlab.org/result/6e6013ce/
SNV_GBM_Chunk_18_47.txt,http://elaspic.kimlab.org/result/2911eaed/
SNV_GBM_Chunk_18_48.txt,http://elaspic.kimlab.org/result/0a196416/
SNV_GBM_Chunk_18_5.txt,http://elaspic.kimlab.org/result/f53db50a/
SNV_GBM_Chunk_18_50.txt,http://elaspic.kimlab.org/result/f726b769/
SNV_GBM_Chunk_18_51.txt,http://elaspic.kimlab.org/result/66c9942b/
SNV_GBM_Chunk_18_52.txt,http://elaspic.kimlab.org/result/786a064e/
SNV_GBM_Chunk_18_53.txt,http://elaspic.kimlab.org/result/8573df3c/
SNV_GBM_Chunk_18_54.txt,http://elaspic.kimlab.org/result/e4f73792/
SNV_GBM_Chunk_19_44.txt,http://elaspic.kimlab.org/result/97f1805a/
SNV_GBM_Chunk_19_45.txt,http://elaspic.kimlab.org/result/e4fde4ab/
SNV_GBM_Chunk_19_46.txt,http://elaspic.kimlab.org/result/107a1152/
SNV_GBM_Chunk_19_48.txt,http://elaspic.kimlab.org/result/0d61089f/
SNV_GBM_Chunk_19_49.txt,http://elaspic.kimlab.org/result/aa3861e2/
SNV_GBM_Chunk_19_5.txt,http://elaspic.kimlab.org/result/2ebbded0/
SNV_GBM_Chunk_20_40.txt,http://elaspic.kimlab.org/result/42eabcdf/
SNV_GBM_Chunk_20_41.txt,http://elaspic.kimlab.org/result/7192bf76/
SNV_GBM_Chunk_20_42.txt,http://elaspic.kimlab.org/result/76b778bb/
SNV_GBM_Chunk_20_43.txt,http://elaspic.kimlab.org/result/cb8611a4/
SNV_GBM_Chunk_20_45.txt,http://elaspic.kimlab.org/result/347d5578/
SNV_GBM_Chunk_20_46.txt,http://elaspic.kimlab.org/result/df27b888/
SNV_GBM_Chunk_11_93.txt,http://elaspic.kimlab.org/result/fd3a436d/ - http://elaspic.kimlab.org/result/2cd61791/
SNV_GBM_Chunk_26_60.txt,http://elaspic.kimlab.org/result/44ab0286/
SNV_GBM_Chunk_37_93.txt,http://elaspic.kimlab.org/result/fa344eec/
