filename,URLs
SNV_HNSC_Chunk_37_10.txt,http://elaspic.kimlab.org/result/7f47b648/
SNV_HNSC_Chunk_43_12.txt,http://elaspic.kimlab.org/result/34cfcf3c/ - http://elaspic.kimlab.org/result/f638e44a/ - http://elaspic.kimlab.org/result/6a9d0dd7/ - http://elaspic.kimlab.org/result/4361acb7/
SNV_HNSC_Chunk_9_13.txt,http://elaspic.kimlab.org/result/ff2b55ae/
SNV_HNSC_Chunk_29_14.txt,http://elaspic.kimlab.org/result/ef2fa5bd/
SNV_HNSC_Chunk_9_16.txt,http://elaspic.kimlab.org/result/353ad190/
SNV_HNSC_Chunk_21_15.txt,http://elaspic.kimlab.org/result/b43311aa/
SNV_HNSC_Chunk_33_15.txt,http://elaspic.kimlab.org/result/e3e0d4eb/
SNV_HNSC_Chunk_37_13.txt,http://elaspic.kimlab.org/result/459762d7/
SNV_HNSC_Chunk_45_18.txt,http://elaspic.kimlab.org/result/63d67612/ - http://elaspic.kimlab.org/result/1bdb5661/ - http://elaspic.kimlab.org/result/1a07817d/
SNV_HNSC_Chunk_7_18.txt,http://elaspic.kimlab.org/result/84d10c2f/
SNV_HNSC_Chunk_25_15.txt,http://elaspic.kimlab.org/result/ec1562c1/
SNV_HNSC_Chunk_41_15.txt,http://elaspic.kimlab.org/result/ba67a4b2/
SNV_HNSC_Chunk_33_19.txt,http://elaspic.kimlab.org/result/5c2d403d/
SNV_HNSC_Chunk_35_19.txt,http://elaspic.kimlab.org/result/411b4753/
SNV_HNSC_Chunk_38_18.txt,http://elaspic.kimlab.org/result/1dc13f5f/
SNV_HNSC_Chunk_48_2.txt,http://elaspic.kimlab.org/result/261f21ff/ - http://elaspic.kimlab.org/result/d938b5a3/
SNV_HNSC_Chunk_4_32.txt,http://elaspic.kimlab.org/result/ca372787/
SNV_HNSC_Chunk_11_27.txt,http://elaspic.kimlab.org/result/4793c5ed/ - http://elaspic.kimlab.org/result/fc51e913/ - http://elaspic.kimlab.org/result/9737d365/ - http://elaspic.kimlab.org/result/bcb71c4e/ - http://elaspic.kimlab.org/result/0a93e25c/ - http://elaspic.kimlab.org/result/cc482116/ - http://elaspic.kimlab.org/result/f5fdeb29/
SNV_HNSC_Chunk_50_18.txt,http://elaspic.kimlab.org/result/97e49446/
SNV_HNSC_Chunk_28_30.txt,http://elaspic.kimlab.org/result/b3d6966c/
SNV_HNSC_Chunk_41_24.txt,http://elaspic.kimlab.org/result/06c77318/ - http://elaspic.kimlab.org/result/9fa1616a/
SNV_HNSC_Chunk_14_36.txt,http://elaspic.kimlab.org/result/6b0cfb88/
SNV_HNSC_Chunk_19_35.txt,http://elaspic.kimlab.org/result/2b054085/
SNV_HNSC_Chunk_20_35.txt,http://elaspic.kimlab.org/result/050d2e5d/ - http://elaspic.kimlab.org/result/a917834f/ - http://elaspic.kimlab.org/result/27bce563/
SNV_HNSC_Chunk_25_33.txt,http://elaspic.kimlab.org/result/6816970c/ - http://elaspic.kimlab.org/result/e0e27fde/
